,Station,Year,Month,Day,Julian,Min.Temp,Max.Temp,radiation,total_pp,Precip.,wind.speed,vap,co2,Date,GDD,GDDcum,precip_cum,rad_cum,GDDcum_gs,precip_gs,rad_gs
2789,SUMMERSIDE,2006,8,22,234,15.1,26.2,17.9,-999.9,0,16.5,19.2,330,2006-08-22,15.65,1403.35,588.5,3094.8,1365.05,346.2,2040.5
2790,SUMMERSIDE,2006,8,23,235,13.1,22.1,16,-999.9,0,13.9,13.4,330,2006-08-23,12.6,1415.95,588.5,3110.8,1377.65,346.2,2056.5
2791,SUMMERSIDE,2006,8,24,236,8.5,21,18.7,-999.9,0,14.2,11.1,330,2006-08-24,9.75,1425.7,588.5,3129.5,1387.4,346.2,2075.2
2792,SUMMERSIDE,2006,8,25,237,8.4,20.3,18.2,-999.9,0,12.6,11.5,330,2006-08-25,9.35,1435.05,588.5,3147.7,1396.75,346.2,2093.4
2793,SUMMERSIDE,2006,8,26,238,7.5,19.5,18.1,-999.9,0,14,11.9,330,2006-08-26,8.5,1443.55,588.5,3165.8,1405.25,346.2,2111.5
2794,SUMMERSIDE,2006,8,27,239,6.8,18.6,17.8,-999.9,0,10.1,10.9,330,2006-08-27,7.7,1451.25,588.5,3183.6,1412.95,346.2,2129.3
2795,SUMMERSIDE,2006,8,28,240,10.4,17.7,13.9,-999.9,0.7,9.3,12.8,330,2006-08-28,9.05,1460.3,589.2,3197.5,1422,346.9,2143.2
2796,SUMMERSIDE,2006,8,29,241,13.7,20.4,13.2,-999.9,0,9.3,15.8,330,2006-08-29,12.05,1472.35,589.2,3210.7,1434.05,346.9,2156.4
2797,SUMMERSIDE,2006,8,30,242,9.7,22.1,17.8,-999.9,0,7.4,15.4,330,2006-08-30,10.9,1483.25,589.2,3228.5,1444.95,346.9,2174.2
2798,SUMMERSIDE,2006,8,31,243,9.6,18.1,14.6,-999.9,0.6,18.6,12.8,330,2006-08-31,8.85,1492.1,589.8,3243.1,1453.8,347.5,2188.8
2799,SUMMERSIDE,2006,9,1,244,9.5,19,15.3,-999.9,0,20.2,12.6,330,2006-09-01,9.25,1501.35,589.8,3258.4,1463.05,347.5,2204.1
2800,SUMMERSIDE,2006,9,2,245,6.9,19.8,17.7,-999.9,0,7.2,12.1,330,2006-09-02,8.35,1509.7,589.8,3276.1,1471.4,347.5,2221.8
2801,SUMMERSIDE,2006,9,3,246,9.8,22.8,17.6,-999.9,0.6,12.7,14,330,2006-09-03,11.3,1521,590.4,3293.7,1482.7,348.1,2239.4
2802,SUMMERSIDE,2006,9,4,247,14.3,18.1,9.4,-999.9,6.1,16.2,17.1,330,2006-09-04,11.2,1532.2,596.5,3303.1,1493.9,354.2,2248.8
2803,SUMMERSIDE,2006,9,5,248,15.2,20.8,11.4,-999.9,0,14.6,18.2,330,2006-09-05,13,1545.2,596.5,3314.5,1506.9,354.2,2260.2
2804,SUMMERSIDE,2006,9,6,249,15.9,22.4,12.1,-999.9,0,14.1,19.3,330,2006-09-06,14.15,1559.35,596.5,3326.6,1521.05,354.2,2272.3
2805,SUMMERSIDE,2006,9,7,250,14.6,21.3,12.2,-999.9,0,11.3,16.6,330,2006-09-07,12.95,1572.3,596.5,3338.8,1534,354.2,2284.5
2806,SUMMERSIDE,2006,9,8,251,14.8,21.5,12.1,-999.9,0,19.1,18.5,330,2006-09-08,13.15,1585.45,596.5,3350.9,1547.15,354.2,2296.6
2807,SUMMERSIDE,2006,9,9,252,14.2,21.4,12.4,-999.9,4,20.1,17.5,330,2006-09-09,12.8,1598.25,600.5,3363.3,1559.95,358.2,2309
2808,SUMMERSIDE,2006,9,10,253,11.8,16.8,10.2,-999.9,0,19.4,13,330,2006-09-10,9.3,1607.55,600.5,3373.5,1569.25,358.2,2319.2
2809,SUMMERSIDE,2006,9,11,254,5.9,16.6,14.8,-999.9,0,12.4,9.1,330,2006-09-11,6.25,1613.8,600.5,3388.3,1575.5,358.2,2334
2810,SUMMERSIDE,2006,9,12,255,2.9,18.3,17.6,-999.9,0,11.5,10,330,2006-09-12,5.6,1619.4,600.5,3405.9,1581.1,358.2,2351.6
2811,SUMMERSIDE,2006,9,13,256,8.1,21.8,16.5,-999.9,0,13,12.9,330,2006-09-13,9.95,1629.35,600.5,3422.4,1591.05,358.2,2368.1
2812,SUMMERSIDE,2006,9,14,257,11.8,19.8,12.5,-999.9,0,17.2,14.4,330,2006-09-14,10.8,1640.15,600.5,3434.9,1601.85,358.2,2380.6
2813,SUMMERSIDE,2006,9,15,258,12.6,23.8,14.6,-999.9,0,12.9,17.5,330,2006-09-15,13.2,1653.35,600.5,3449.5,1615.05,358.2,2395.2
2814,SUMMERSIDE,2006,9,16,259,14.1,23,12.9,-999.9,0.6,13.4,18.2,330,2006-09-16,13.55,1666.9,601.1,3462.4,1628.6,358.8,2408.1
2815,SUMMERSIDE,2006,9,17,260,9.1,23.9,16.4,-999.9,0,12.7,15.3,330,2006-09-17,11.5,1678.4,601.1,3478.8,1640.1,358.8,2424.5
2816,SUMMERSIDE,2006,9,18,261,15.2,20.8,10,-999.9,0,13.7,17.6,330,2006-09-18,13,1691.4,601.1,3488.8,1653.1,358.8,2434.5
2817,SUMMERSIDE,2006,9,19,262,14,24.5,13.5,-999.9,16.3,21.8,17.4,330,2006-09-19,14.25,1705.65,617.4,3502.3,1667.35,375.1,2448
2818,SUMMERSIDE,2006,9,20,263,16.9,22.7,9.9,-999.9,13.6,18,21.8,330,2006-09-20,14.8,1720.45,631,3512.2,1682.15,388.7,2457.9
2819,SUMMERSIDE,2006,9,21,264,10.7,17.1,10.3,-999.9,0.6,17.1,12.3,330,2006-09-21,8.9,1729.35,631.6,3522.5,1691.05,389.3,2468.2
2820,SUMMERSIDE,2006,9,22,265,7.3,15.2,11.4,-999.9,0,17,8.6,330,2006-09-22,6.25,1735.6,631.6,3533.9,1697.3,389.3,2479.6
2821,SUMMERSIDE,2006,9,23,266,3.2,14.2,13.2,-999.9,4.7,14.9,8.8,330,2006-09-23,3.7,1739.3,636.3,3547.1,1701,394,2492.8
2822,SUMMERSIDE,2006,9,24,267,12.2,18.2,9.7,-999.9,5.8,24.5,15.9,330,2006-09-24,10.2,1749.5,642.1,3556.8,1711.2,399.8,2502.5
2823,SUMMERSIDE,2006,9,25,268,10.3,15,8.5,-999.9,0,22.1,10.7,330,2006-09-25,7.65,1757.15,642.1,3565.3,1718.85,399.8,2511
2824,SUMMERSIDE,2006,9,26,269,4.4,17.3,13.9,-999.9,0.6,11.8,10.7,330,2006-09-26,5.85,1763,642.7,3579.2,1724.7,400.4,2524.9
2825,SUMMERSIDE,2006,9,27,270,5.6,17.2,13,-999.9,0,9.2,10.8,330,2006-09-27,6.4,1769.4,642.7,3592.2,1731.1,400.4,2537.9
2826,SUMMERSIDE,2006,9,28,271,3.2,18,14.5,-999.9,0.7,10.1,10.1,330,2006-09-28,5.6,1775,643.4,3606.7,1736.7,401.1,2552.4
2827,SUMMERSIDE,2006,9,29,272,11.4,19.4,10.5,-999.9,6.8,28.9,15.6,330,2006-09-29,10.4,1785.4,650.2,3617.2,1747.1,407.9,2562.9
2828,SUMMERSIDE,2006,9,30,273,10.1,15,8.1,-999.9,0.6,20.4,10.9,330,2006-09-30,7.55,1792.95,650.8,3625.3,1754.65,408.5,2571
2829,SUMMERSIDE,2006,10,1,274,2.4,15.5,13.1,-999.9,34.3,11.8,9,330,2006-10-01,3.95,1796.9,685.1,3638.4,1758.6,442.8,2584.1
2830,SUMMERSIDE,2006,10,2,275,10.4,11.8,4.2,-999.9,22.3,36,12.5,330,2006-10-02,6.1,1803,707.4,3642.6,1764.7,465.1,2588.3
2831,SUMMERSIDE,2006,10,3,276,7.5,16.1,10.4,-999.9,0,18.6,11.4,330,2006-10-03,6.8,1809.8,707.4,3653,1771.5,465.1,2598.7
2832,SUMMERSIDE,2006,10,4,277,9.7,17.4,9.7,-999.9,9.1,12.8,12.7,330,2006-10-04,8.55,1818.35,716.5,3662.7,1780.05,474.2,2608.4
2833,SUMMERSIDE,2006,10,5,278,8.6,12.8,7.1,-999.9,0.6,25.2,10.5,330,2006-10-05,5.7,1824.05,717.1,3669.8,1785.75,474.8,2615.5
2834,SUMMERSIDE,2006,10,6,279,3.6,11.8,9.8,-999.9,0,11.1,7.9,330,2006-10-06,2.7,1826.75,717.1,3679.6,1788.45,474.8,2625.3
2835,SUMMERSIDE,2006,10,7,280,1.8,15.3,12.4,-999.9,0,16.7,8.1,330,2006-10-07,3.55,1830.3,717.1,3692,1792,474.8,2637.7
2836,SUMMERSIDE,2006,10,8,281,7.2,17.7,10.8,-999.9,0,14,10.6,330,2006-10-08,7.45,1837.75,717.1,3702.8,1799.45,474.8,2648.5
2837,SUMMERSIDE,2006,10,9,282,11.1,21.4,10.5,-999.9,0,22.7,13,330,2006-10-09,11.25,1849,717.1,3713.3,1810.7,474.8,2659
2838,SUMMERSIDE,2006,10,10,283,4.5,12.7,9.3,-999.9,0,11.2,7.9,330,2006-10-10,3.6,1852.6,717.1,3722.6,1814.3,474.8,2668.3
2839,SUMMERSIDE,2006,10,11,284,4.2,12.1,9,-999.9,0,17,7.9,330,2006-10-11,3.15,1855.75,717.1,3731.6,1817.45,474.8,2677.3
2840,SUMMERSIDE,2006,10,12,285,4.1,17,11.3,-999.9,6.1,28,11.3,330,2006-10-12,5.55,1861.3,723.2,3742.9,1823,480.9,2688.6
2841,SUMMERSIDE,2006,10,13,286,12.6,19.5,8.2,-999.9,0,15,16.5,330,2006-10-13,11.05,1872.35,723.2,3751.1,1834.05,480.9,2696.8
2842,SUMMERSIDE,2006,10,14,287,4.4,12.8,8.9,-999.9,22.2,9.6,10.4,330,2006-10-14,3.6,1875.95,745.4,3760,1837.65,503.1,2705.7
2843,SUMMERSIDE,2006,10,15,288,6.3,12.5,7.5,-999.9,0,18,9.3,330,2006-10-15,4.4,1880.35,745.4,3767.5,1842.05,503.1,2713.2
2844,SUMMERSIDE,2006,10,16,289,3.1,10.6,8.2,-999.9,0,10,7.4,330,2006-10-16,1.85,1882.2,745.4,3775.7,1843.9,503.1,2721.4
2845,SUMMERSIDE,2006,10,17,290,0.2,13.3,10.6,-999.9,0,10.4,7.4,330,2006-10-17,1.75,1883.95,745.4,3786.3,1845.65,503.1,2732
2846,SUMMERSIDE,2006,10,18,291,5.9,11,6.6,-999.9,12.9,13.8,9.7,330,2006-10-18,3.45,1887.4,758.3,3792.9,1849.1,516,2738.6
2847,SUMMERSIDE,2006,10,19,292,8.5,11.7,5.1,-999.9,0,12,11.7,330,2006-10-19,5.1,1892.5,758.3,3798,1854.2,516,2743.7
2848,SUMMERSIDE,2006,10,20,293,7.8,14,7,-999.9,24.3,18.3,12.2,330,2006-10-20,5.9,1898.4,782.6,3805,1860.1,540.3,2750.7
2849,SUMMERSIDE,2006,10,21,294,8.9,12.1,5,-999.9,4.1,27.6,11.6,330,2006-10-21,5.5,1903.9,786.7,3810,1865.6,544.4,2755.7
2850,SUMMERSIDE,2006,10,22,295,6.8,8.2,3.2,-999.9,0.7,24.9,9.7,330,2006-10-22,2.5,1906.4,787.4,3813.2,1868.1,545.1,2758.9
2851,SUMMERSIDE,2006,10,23,296,5.1,11,6.6,-999.9,0,7.2,10,330,2006-10-23,3.05,1909.45,787.4,3819.8,1871.15,545.1,2765.5
2852,SUMMERSIDE,2006,10,24,297,3.7,10,6.7,-999.9,0.6,7.8,9.3,330,2006-10-24,1.85,1911.3,788,3826.5,1873,545.7,2772.2
2853,SUMMERSIDE,2006,10,25,298,4.6,7.5,4.5,-999.9,9.6,18.4,8.8,330,2006-10-25,1.05,1912.35,797.6,3831,1874.05,555.3,2776.7
2854,SUMMERSIDE,2006,10,26,299,2.5,7.5,5.8,-999.9,0,20.6,7.2,330,2006-10-26,0,1912.35,797.6,3836.8,1874.05,555.3,2782.5
2855,SUMMERSIDE,2006,10,27,300,2.8,7.7,5.7,-999.9,0.6,15.9,7.2,330,2006-10-27,0.25,1912.6,798.2,3842.5,1874.3,555.9,2788.2
2856,SUMMERSIDE,2006,10,28,301,-1.8,13.8,10,-999.9,17,17.5,7.5,330,2006-10-28,1,1913.6,815.2,3852.5,1875.3,572.9,2798.2
2857,SUMMERSIDE,2006,10,29,302,6.2,11,5.4,-999.9,0,41.7,9,330,2006-10-29,3.6,1917.2,815.2,3857.9,1878.9,572.9,2803.6
2858,SUMMERSIDE,2006,10,30,303,3.9,6.9,4.2,-999.9,0.6,42.1,5.6,330,2006-10-30,0.4,1917.6,815.8,3862.1,1879.3,573.5,2807.8
2859,SUMMERSIDE,2006,10,31,304,3.1,7.9,5.3,-999.9,0,22.3,6.2,330,2006-10-31,0.5,1918.1,815.8,3867.4,1879.8,573.5,2813.1
2860,SUMMERSIDE,2006,11,1,305,3.3,12.2,7.1,-999.9,0,11.5,9.3,330,2006-11-01,2.75,1920.85,815.8,3874.5,1882.55,573.5,2820.2
2861,SUMMERSIDE,2006,11,2,306,0.7,8.3,6.5,-999.9,2.5,8.7,8.1,330,2006-11-02,0,1920.85,818.3,3881,1882.55,576,2826.7
2862,SUMMERSIDE,2006,11,3,307,0,4.8,5.1,-999.9,0.7,14.3,5.4,330,2006-11-03,0,1920.85,819,3886.1,1882.55,576.7,2831.8
2863,SUMMERSIDE,2006,11,4,308,-3.3,3.3,5.9,-999.9,0,10.9,4.6,330,2006-11-04,0,1920.85,819,3892,1882.55,576.7,2837.7
2864,SUMMERSIDE,2006,11,5,309,-2.8,2.8,5.3,-999.9,0.6,10.1,4.4,330,2006-11-05,0,1920.85,819.6,3897.3,1882.55,577.3,2843
2865,SUMMERSIDE,2006,11,6,310,-3.4,3.2,5.7,-999.9,0.6,7.1,5,330,2006-11-06,0,1920.85,820.2,3903,1882.55,577.9,2848.7
2866,SUMMERSIDE,2006,11,7,311,-1.6,8.1,6.8,-999.9,0,16.7,7,330,2006-11-07,0,1920.85,820.2,3909.8,1882.55,577.9,2855.5
2867,SUMMERSIDE,2006,11,8,312,5.3,11.8,5.5,-999.9,21.9,17,10.4,330,2006-11-08,3.55,1924.4,842.1,3915.3,1886.1,599.8,2861
2868,SUMMERSIDE,2006,11,9,313,8,13.8,5.1,-999.9,41.8,24.1,12.6,330,2006-11-09,5.9,1930.3,883.9,3920.4,1892,641.6,2866.1
2869,SUMMERSIDE,2006,11,10,314,8.8,12.5,4.1,-999.9,0,21.7,10.5,330,2006-11-10,5.65,1935.95,883.9,3924.5,1897.65,641.6,2870.2
2870,SUMMERSIDE,2006,11,11,315,1.3,9.5,5.9,-999.9,0,14,6.9,330,2006-11-11,0.4,1936.35,883.9,3930.4,1898.05,641.6,2876.1
2871,SUMMERSIDE,2006,11,12,316,4.6,7.6,3.6,-999.9,9.6,19.4,8.8,330,2006-11-12,1.1,1937.45,893.5,3934,1899.15,651.2,2879.7
2872,SUMMERSIDE,2006,11,13,317,5.8,10,4.1,-999.9,0,18.9,9.7,330,2006-11-13,2.9,1940.35,893.5,3938.1,1902.05,651.2,2883.8
2873,SUMMERSIDE,2006,11,14,318,8,15.2,5.4,-999.9,3.2,31.9,11.8,330,2006-11-14,6.6,1946.95,896.7,3943.5,1908.65,654.4,2889.2
2874,SUMMERSIDE,2006,11,15,319,11.9,14.4,3.1,-999.9,0,21.9,14.1,330,2006-11-15,8.15,1955.1,896.7,3946.6,1916.8,654.4,2892.3
2875,SUMMERSIDE,2006,11,16,320,9.9,15.8,4.7,-999.9,0,14.4,13.8,330,2006-11-16,7.85,1962.95,896.7,3951.3,1924.65,654.4,2897
2876,SUMMERSIDE,2006,11,17,321,12.4,18.6,4.8,-999.9,7.8,29.6,16.1,330,2006-11-17,10.5,1973.45,904.5,3956.1,1935.15,662.2,2901.8
2877,SUMMERSIDE,2006,11,18,322,9.1,11.8,3.1,-999.9,0,15.8,10.9,330,2006-11-18,5.45,1978.9,904.5,3959.2,1940.6,662.2,2904.9
2878,SUMMERSIDE,2006,11,19,323,3.4,6.5,3.3,-999.9,0,9.8,7,330,2006-11-19,0,1978.9,904.5,3962.5,1940.6,662.2,2908.2
2879,SUMMERSIDE,2006,11,20,324,2.8,5.4,3,-999.9,0,20.8,6.5,330,2006-11-20,0,1978.9,904.5,3965.5,1940.6,662.2,2911.2
2880,SUMMERSIDE,2006,11,21,325,0.4,2.1,2.4,-999.9,0.6,19,4.4,330,2006-11-21,0,1978.9,905.1,3967.9,1940.6,662.8,2913.6
2881,SUMMERSIDE,2006,11,22,326,-1.8,4.7,4.6,-999.9,0.6,13.3,5,330,2006-11-22,0,1978.9,905.7,3972.5,1940.6,663.4,2918.2
2882,SUMMERSIDE,2006,11,23,327,-4.9,7,6.2,-999.9,1.3,9.2,5.9,330,2006-11-23,0,1978.9,907,3978.7,1940.6,664.7,2924.4
2883,SUMMERSIDE,2006,11,24,328,0.9,6.6,4.2,-999.9,0,21.6,6.6,330,2006-11-24,0,1978.9,907,3982.9,1940.6,664.7,2928.6
2884,SUMMERSIDE,2006,11,25,329,-0.9,4.2,4,-999.9,0,15.1,5.3,330,2006-11-25,0,1978.9,907,3986.9,1940.6,664.7,2932.6
2885,SUMMERSIDE,2006,11,26,330,-0.9,9.2,5.5,-999.9,0,20.1,7,330,2006-11-26,0,1978.9,907,3992.4,1940.6,664.7,2938.1
2886,SUMMERSIDE,2006,11,27,331,0.1,6.2,4.3,-999.9,0,12.2,6.6,330,2006-11-27,0,1978.9,907,3996.7,1940.6,664.7,2942.4
2887,SUMMERSIDE,2006,11,28,332,0.2,2.5,2.6,-999.9,0,18.2,4.6,330,2006-11-28,0,1978.9,907,3999.3,1940.6,664.7,2945
2888,SUMMERSIDE,2006,11,29,333,-6.6,8.9,6.7,-999.9,0.6,14.4,5.7,330,2006-11-29,0,1978.9,907.6,4006,1940.6,665.3,2951.7
2889,SUMMERSIDE,2006,11,30,334,0.8,12,5.6,-999.9,2,33.1,9.1,330,2006-11-30,1.4,1980.3,909.6,4011.6,1942,667.3,2957.3
2890,SUMMERSIDE,2006,12,1,335,1.5,4.1,2.7,-999.9,20.2,20.7,6.9,330,2006-12-01,0,1980.3,929.8,4014.3,0,0,0
2891,SUMMERSIDE,2006,12,2,336,-0.3,4.7,3.7,-999.9,0.6,25.2,6.5,330,2006-12-02,0,1980.3,930.4,4018,0,0,0
2892,SUMMERSIDE,2006,12,3,337,-2.5,-0.6,2.3,-999.9,2.7,24.7,3.9,330,2006-12-03,0,1980.3,933.1,4020.3,0,0,0
2893,SUMMERSIDE,2006,12,4,338,-6.6,2.4,4.9,-999.9,8,16.4,4.9,330,2006-12-04,0,1980.3,941.1,4025.2,0,0,0
2894,SUMMERSIDE,2006,12,5,339,-6.6,-4.7,2.2,-999.9,0,22,3.5,330,2006-12-05,0,1980.3,941.1,4027.4,0,0,0
2895,SUMMERSIDE,2006,12,6,340,-12.4,3.5,6.4,-999.9,1.4,20.3,3.5,330,2006-12-06,0,1980.3,942.5,4033.8,0,0,0
2896,SUMMERSIDE,2006,12,7,341,-6.3,5.9,5.6,-999.9,5,20.7,5.7,330,2006-12-07,0,1980.3,947.5,4039.4,0,0,0
2897,SUMMERSIDE,2006,12,8,342,-0.9,2.4,2.9,-999.9,0.6,25.2,5.8,330,2006-12-08,0,1980.3,948.1,4042.3,0,0,0
2898,SUMMERSIDE,2006,12,9,343,-8.9,1.1,5,-999.9,1.3,21.8,3.5,330,2006-12-09,0,1980.3,949.4,4047.3,0,0,0
2899,SUMMERSIDE,2006,12,10,344,-6.8,4.1,5.2,-999.9,0,22.4,4.5,330,2006-12-10,0,1980.3,949.4,4052.5,0,0,0
2900,SUMMERSIDE,2006,12,11,345,-0.4,2.6,2.7,-999.9,0,12.4,5.2,330,2006-12-11,0,1980.3,949.4,4055.2,0,0,0
2901,SUMMERSIDE,2006,12,12,346,-3.8,-1.3,2.5,-999.9,0,18.4,3.5,330,2006-12-12,0,1980.3,949.4,4057.7,0,0,0
2902,SUMMERSIDE,2006,12,13,347,-8.8,6.2,6,-999.9,4.3,20.9,4.7,330,2006-12-13,0,1980.3,953.7,4063.7,0,0,0
2903,SUMMERSIDE,2006,12,14,348,1.8,7.4,3.7,-999.9,0,15.4,8.2,330,2006-12-14,0,1980.3,953.7,4067.4,0,0,0
2904,SUMMERSIDE,2006,12,15,349,2,6.4,3.2,-999.9,0,19.2,7.7,330,2006-12-15,0,1980.3,953.7,4070.6,0,0,0
2905,SUMMERSIDE,2006,12,16,350,3.8,6,2.3,-999.9,0,19.5,7.8,330,2006-12-16,0,1980.3,953.7,4072.9,0,0,0
2906,SUMMERSIDE,2006,12,17,351,-2.1,6,4.4,-999.9,0,21.5,5.6,330,2006-12-17,0,1980.3,953.7,4077.3,0,0,0
2907,SUMMERSIDE,2006,12,18,352,1.9,5.4,2.9,-999.9,0,18.2,5.9,330,2006-12-18,0,1980.3,953.7,4080.2,0,0,0
2908,SUMMERSIDE,2006,12,19,353,-5.3,-3.6,2,-999.9,0.6,20.9,3.4,330,2006-12-19,0,1980.3,954.3,4082.2,0,0,0
2909,SUMMERSIDE,2006,12,20,354,-8.4,0.7,4.6,-999.9,0,17.3,3.3,330,2006-12-20,0,1980.3,954.3,4086.8,0,0,0
2910,SUMMERSIDE,2006,12,21,355,-8.6,4.6,5.6,-999.9,0,30.1,3.6,330,2006-12-21,0,1980.3,954.3,4092.4,0,0,0
2911,SUMMERSIDE,2006,12,22,356,-4,-0.8,2.7,-999.9,0,24.7,3.1,330,2006-12-22,0,1980.3,954.3,4095.1,0,0,0
2912,SUMMERSIDE,2006,12,23,357,-6.7,7,5.7,-999.9,16.2,21,5.3,330,2006-12-23,0,1980.3,970.5,4100.8,0,0,0
2913,SUMMERSIDE,2006,12,24,358,0.1,6.5,3.9,-999.9,0,29.5,6.4,330,2006-12-24,0,1980.3,970.5,4104.7,0,0,0
2914,SUMMERSIDE,2006,12,25,359,-0.1,4.1,3.2,-999.9,0,26.2,4.5,330,2006-12-25,0,1980.3,970.5,4107.9,0,0,0
2915,SUMMERSIDE,2006,12,26,360,-1.5,0.8,2.3,-999.9,9.7,13.7,5.4,330,2006-12-26,0,1980.3,980.2,4110.2,0,0,0
2916,SUMMERSIDE,2006,12,27,361,-3.7,-2.2,1.9,-999.9,0.6,20.2,4.5,330,2006-12-27,0,1980.3,980.8,4112.1,0,0,0
2917,SUMMERSIDE,2006,12,28,362,-9.2,-7.6,2,-999.9,0,20.1,2.6,330,2006-12-28,0,1980.3,980.8,4114.1,0,0,0
2918,SUMMERSIDE,2006,12,29,363,-11.6,-8.2,2.9,-999.9,0,29,2.1,330,2006-12-29,0,1980.3,980.8,4117,0,0,0
2919,SUMMERSIDE,2006,12,30,364,-9.7,-4.6,3.5,-999.9,0,21.6,2.8,330,2006-12-30,0,1980.3,980.8,4120.5,0,0,0
2920,SUMMERSIDE,2006,12,31,365,-6.9,-3.5,2.9,-999.9,0.6,17.9,3.4,330,2006-12-31,0,1980.3,981.4,4123.4,0,0,0
2921,SUMMERSIDE,2007,1,1,1,-12.7,3.9,6.4,-999.9,22.5,12.5,3.8,330,2007-01-01,0,0,22.5,6.4,0,0,0
2922,SUMMERSIDE,2007,1,2,2,-4,2.1,3.9,-999.9,3.6,23.8,5.2,330,2007-01-02,0,0,26.1,10.3,0,0,0
2923,SUMMERSIDE,2007,1,3,3,-6.1,1.6,4.4,-999.9,0,23.1,3.9,330,2007-01-03,0,0,26.1,14.7,0,0,0
2924,SUMMERSIDE,2007,1,4,4,-3,5.1,4.6,-999.9,0,20.2,5.3,330,2007-01-04,0,0,26.1,19.3,0,0,0
2925,SUMMERSIDE,2007,1,5,5,0.7,6,3.7,-999.9,2.6,20.7,7.2,330,2007-01-05,0,0,28.7,23,0,0,0
2926,SUMMERSIDE,2007,1,6,6,2.8,9.3,4.2,-999.9,15.7,20.1,9.2,330,2007-01-06,1.05,1.05,44.4,27.2,0,0,0
2927,SUMMERSIDE,2007,1,7,7,4,6,2.3,-999.9,0,30.7,6.1,330,2007-01-07,0,1.05,44.4,29.5,0,0,0
2928,SUMMERSIDE,2007,1,8,8,-1.9,7,4.9,-999.9,15.6,18.6,6.3,330,2007-01-08,0,1.05,60,34.4,0,0,0
2929,SUMMERSIDE,2007,1,9,9,-0.2,3.4,3.2,-999.9,0,25.5,5.4,330,2007-01-09,0,1.05,60,37.6,0,0,0
2930,SUMMERSIDE,2007,1,10,10,-2.8,0.8,3.2,-999.9,0,13.4,4.5,330,2007-01-10,0,1.05,60,40.8,0,0,0
2931,SUMMERSIDE,2007,1,11,11,-8.7,0.5,5.2,-999.9,0,23.5,3.4,330,2007-01-11,0,1.05,60,46,0,0,0
2932,SUMMERSIDE,2007,1,12,12,-7.1,2.1,5.2,-999.9,0.7,17.4,4.4,330,2007-01-12,0,1.05,60.7,51.2,0,0,0
2933,SUMMERSIDE,2007,1,13,13,-2.4,2.7,3.9,-999.9,0,24.1,4.9,330,2007-01-13,0,1.05,60.7,55.1,0,0,0
2934,SUMMERSIDE,2007,1,14,14,-7.6,-2.4,4,-999.9,0,13.8,3.1,330,2007-01-14,0,1.05,60.7,59.1,0,0,0
2935,SUMMERSIDE,2007,1,15,15,-10.1,-2.9,4.7,-999.9,10,10.3,3,330,2007-01-15,0,1.05,70.7,63.8,0,0,0
2936,SUMMERSIDE,2007,1,16,16,-8.1,-2.4,4.3,-999.9,1.4,22.9,3.8,330,2007-01-16,0,1.05,72.1,68.1,0,0,0
2937,SUMMERSIDE,2007,1,17,17,-19.5,-17.2,2.7,-999.9,0,30,1.1,330,2007-01-17,0,1.05,72.1,70.8,0,0,0
2938,SUMMERSIDE,2007,1,18,18,-21.5,-1.1,8.2,-999.9,0,18.4,2,330,2007-01-18,0,1.05,72.1,79,0,0,0
2939,SUMMERSIDE,2007,1,19,19,-11.3,4.9,7.4,-999.9,19.5,30.7,4.5,330,2007-01-19,0,1.05,91.6,86.4,0,0,0
2940,SUMMERSIDE,2007,1,20,20,-5.4,-4.7,1.6,-999.9,0,39.6,3.5,330,2007-01-20,0,1.05,91.6,88,0,0,0
2941,SUMMERSIDE,2007,1,21,21,-13.7,-11.3,2.9,-999.9,0,34.2,1.6,330,2007-01-21,0,1.05,91.6,90.9,0,0,0
2942,SUMMERSIDE,2007,1,22,22,-15.7,-9.3,4.8,-999.9,0,22.2,1.6,330,2007-01-22,0,1.05,91.6,95.7,0,0,0
2943,SUMMERSIDE,2007,1,23,23,-14.9,-4.9,6.1,-999.9,0,5.3,2.4,330,2007-01-23,0,1.05,91.6,101.8,0,0,0
2944,SUMMERSIDE,2007,1,24,24,-15.1,-3.3,6.7,-999.9,0,5.2,2.6,330,2007-01-24,0,1.05,91.6,108.5,0,0,0
2945,SUMMERSIDE,2007,1,25,25,-14.4,-9.4,4.4,-999.9,0,17.5,1.8,330,2007-01-25,0,1.05,91.6,112.9,0,0,0
2946,SUMMERSIDE,2007,1,26,26,-21.1,-11.1,6.4,-999.9,0,18.7,1.4,330,2007-01-26,0,1.05,91.6,119.3,0,0,0
2947,SUMMERSIDE,2007,1,27,27,-16.4,-9.2,5.5,-999.9,0,33.4,1.6,330,2007-01-27,0,1.05,91.6,124.8,0,0,0
2948,SUMMERSIDE,2007,1,28,28,-14.3,-6,6,-999.9,0,15.6,1.9,330,2007-01-28,0,1.05,91.6,130.8,0,0,0
2949,SUMMERSIDE,2007,1,29,29,-14.9,-6.4,6.1,-999.9,0,13,2.2,330,2007-01-29,0,1.05,91.6,136.9,0,0,0
2950,SUMMERSIDE,2007,1,30,30,-17.1,-12.8,4.4,-999.9,0,20.3,1.2,330,2007-01-30,0,1.05,91.6,141.3,0,0,0
2951,SUMMERSIDE,2007,1,31,31,-20.2,-11.8,6.2,-999.9,0,11.8,1.1,330,2007-01-31,0,1.05,91.6,147.5,0,0,0
